Line#,Date,"Temperature (MX-TEMP-2 20835814:20835814-1), *C, 20835814","RH (MX-RH-2 20835814:20835814-2), %, 20835814","Dew Point (MX-TEMP-2 20835814:20835814-4), *C, 20835814","Temperature (MX-TEMP-2 20835815:20835815-1), *C, 20835815","RH (MX-RH-2 20835815:20835815-2), %, 20835815","Dew Point (MX-TEMP-2 20835815:20835815-4), *C, 20835815","Temperature (MX-TEMP-2 20835816:20835816-1), *C, 20835816","RH (MX-RH-2 20835816:20835816-2), %, 20835816","Dew Point (MX-TEMP-2 20835816:20835816-4), *C, 20835816","Temperature (MX-TEMP-2 20835817:20835817-1), *C, 20835817","RH (MX-RH-2 20835817:20835817-2), %, 20835817","Dew Point (MX-TEMP-2 20835817:20835817-4), *C, 20835817","Temperature (MX-TEMP-2 20835818:20835818-1), *C, 20835818","RH (MX-RH-2 20835818:20835818-2), %, 20835818","Dew Point (MX-TEMP-2 20835818:20835818-4), *C, 20835818","Temperature (MX-TEMP-2 20835819:20835819-1), *C, 20835819","RH (MX-RH-2 20835819:20835819-2), %, 20835819","Dew Point (MX-TEMP-2 20835819:20835819-4), *C, 20835819","Temperature (MX-TEMP-2 20835820:20835820-1), *C, 20835820","RH (MX-RH-2 20835820:20835820-2), %, 20835820","Dew Point (MX-TEMP-2 20835820:20835820-4), *C, 20835820","Temperature (MX-TEMP-2 20835821:20835821-1), *C, 20835821","RH (MX-RH-2 20835821:20835821-2), %, 20835821","Dew Point (MX-TEMP-2 20835821:20835821-4), *C, 20835821","Temperature (MX-TEMP-2 20835822:20835822-1), *C, 20835822","RH (MX-RH-2 20835822:20835822-2), %, 20835822","Dew Point (MX-TEMP-2 20835822:20835822-4), *C, 20835822","Temperature (MX-TEMP-2 20835823:20835823-1), *C, 20835823","RH (MX-RH-2 20835823:20835823-2), %, 20835823","Dew Point (MX-TEMP-2 20835823:20835823-4), *C, 20835823","Temperature (MX-TEMP-2 20835824:20835824-1), *C, 20835824","RH (MX-RH-2 20835824:20835824-2), %, 20835824","Dew Point (MX-TEMP-2 20835824:20835824-4), *C, 20835824","Temperature (MX-TEMP-2 20835825:20835825-1), *C, 20835825","RH (MX-RH-2 20835825:20835825-2), %, 20835825","Dew Point (MX-TEMP-2 20835825:20835825-4), *C, 20835825","Temperature (MX-TEMP-2 20843228:20843228-1), *C, 20843228","RH (MX-RH-2 20843228:20843228-2), %, 20843228","Dew Point (MX-TEMP-2 20843228:20843228-4), *C, 20843228","Temperature (MX-TEMP-2 20843229:20843229-1), *C, 20843229","RH (MX-RH-2 20843229:20843229-2), %, 20843229","Dew Point (MX-TEMP-2 20843229:20843229-4), *C, 20843229","Temperature (MX-TEMP-2 20843230:20843230-1), *C, 20843230","RH (MX-RH-2 20843230:20843230-2), %, 20843230","Dew Point (MX-TEMP-2 20843230:20843230-4), *C, 20843230","Temperature (MX-TEMP-2 20843231:20843231-1), *C, 20843231","RH (MX-RH-2 20843231:20843231-2), %, 20843231","Dew Point (MX-TEMP-2 20843231:20843231-4), *C, 20843231","Temperature (MX-TEMP-2 20843233:20843233-1), *C, 20843233","RH (MX-RH-2 20843233:20843233-2), %, 20843233","Dew Point (MX-TEMP-2 20843233:20843233-4), *C, 20843233","Temperature (MX-TEMP-2 20843235:20843235-1), *C, 20843235","RH (MX-RH-2 20843235:20843235-2), %, 20843235","Dew Point (MX-TEMP-2 20843235:20843235-4), *C, 20843235","Temperature (MX-TEMP-2 20843236:20843236-1), *C, 20843236","RH (MX-RH-2 20843236:20843236-2), %, 20843236","Dew Point (MX-TEMP-2 20843236:20843236-4), *C, 20843236","Temperature (MX-TEMP-2 20843238:20843238-1), *C, 20843238","RH (MX-RH-2 20843238:20843238-2), %, 20843238","Dew Point (MX-TEMP-2 20843238:20843238-4), *C, 20843238","Temperature (MX-TEMP-2 20843239:20843239-1), *C, 20843239","RH (MX-RH-2 20843239:20843239-2), %, 20843239","Dew Point (MX-TEMP-2 20843239:20843239-4), *C, 20843239"
1678,05/15/20 18:26:27,,,,,,,,,,,,,,,,,,,,,,,,,26.95,23.59,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,05/15/20 18:27:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.54,24.10,5.24,,,,,,,,,,,,,,,
1680,05/15/20 18:28:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.05,24.86,5.27,,,,,,,,,,,,,,,,,,
1681,05/15/20 18:29:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.47,24.70,5.54,,,,,,,,,,,,,,,,,,,,,
1682,05/15/20 18:30:01,,,,26.37,25.52,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,05/15/20 18:31:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.00,25.16,5.41
1684,05/15/20 18:36:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.57,24.55,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,05/15/20 18:36:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.79,25.16,5.23,,,,,,,,,,,,,,,,,,,,,,,,
1686,05/15/20 18:36:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.00,29.51,4.28,,,,,,
1687,05/15/20 18:37:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.17,25.67,4.99,,,
1688,05/15/20 18:37:59,,,,,,,,,,,,,,,,,,,,,,28.12,26.01,6.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,05/15/20 18:39:05,0.96,89.16,-0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,05/15/20 18:40:00,,,,,,,,,,,,,,,,26.17,24.28,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,05/15/20 18:40:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.75,23.57,4.26,,,,,,,,,,,,
1692,05/15/20 18:41:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.04,24.26,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,05/15/20 18:42:40,,,,,,,,,,28.11,24.48,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,05/15/20 18:42:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.19,24.29,4.21,,,,,,,,,
1695,05/15/20 18:43:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.56,25.47,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,05/15/20 18:43:41,,,,,,,,,,,,,27.12,23.30,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,05/15/20 18:44:35,,,,,,,,,,,,,,,,,,,27.13,24.59,5.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,05/15/20 18:46:27,,,,,,,,,,,,,,,,,,,,,,,,,27.22,22.99,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,05/15/20 18:47:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.70,23.87,5.24,,,,,,,,,,,,,,,
1700,05/15/20 18:48:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.16,24.78,5.33,,,,,,,,,,,,,,,,,,
1701,05/15/20 18:49:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.63,24.50,5.55,,,,,,,,,,,,,,,,,,,,,
1702,05/15/20 18:50:01,,,,26.50,25.39,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,05/15/20 18:51:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.14,25.03,5.45
1704,05/15/20 18:56:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.70,24.35,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,05/15/20 18:56:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.00,24.87,5.24,,,,,,,,,,,,,,,,,,,,,,,,
1706,05/15/20 18:56:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.93,28.24,3.59,,,,,,
1707,05/15/20 18:57:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.31,25.36,4.93,,,
1708,05/15/20 18:57:59,,,,,,,,,,,,,,,,,,,,,,28.33,25.88,6.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,05/15/20 18:59:05,0.60,91.09,-0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,05/15/20 19:00:00,,,,,,,,,,,,,,,,26.09,24.22,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,05/15/20 19:00:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.73,23.32,4.10,,,,,,,,,,,,
1712,05/15/20 19:01:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.87,24.31,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,05/15/20 19:02:40,,,,,,,,,,28.27,24.24,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,05/15/20 19:02:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.03,24.34,4.11,,,,,,,,,
1715,05/15/20 19:03:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.66,25.25,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,05/15/20 19:03:41,,,,,,,,,,,,,27.06,23.18,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,05/15/20 19:04:35,,,,,,,,,,,,,,,,,,,27.20,24.37,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,05/15/20 19:06:27,,,,,,,,,,,,,,,,,,,,,,,,,27.19,23.05,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,05/15/20 19:07:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.80,23.68,5.21,,,,,,,,,,,,,,,
1720,05/15/20 19:08:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.25,24.62,5.30,,,,,,,,,,,,,,,,,,
1721,05/15/20 19:09:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.75,24.34,5.56,,,,,,,,,,,,,,,,,,,,,
1722,05/15/20 19:10:01,,,,26.49,25.27,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,05/15/20 19:11:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.22,24.91,5.44
1724,05/15/20 19:16:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.84,24.24,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,05/15/20 19:16:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.96,24.82,5.17,,,,,,,,,,,,,,,,,,,,,,,,
1726,05/15/20 19:16:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.80,28.93,3.82,,,,,,
1727,05/15/20 19:17:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.25,25.41,4.91,,,
1728,05/15/20 19:17:59,,,,,,,,,,,,,,,,,,,,,,28.48,25.80,7.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,05/15/20 19:19:05,0.42,93.45,-0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,05/15/20 19:20:00,,,,,,,,,,,,,,,,26.21,24.07,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,05/15/20 19:20:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.89,23.25,4.18,,,,,,,,,,,,
1732,05/15/20 19:21:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.10,24.06,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,05/15/20 19:22:40,,,,,,,,,,28.42,24.11,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,05/15/20 19:22:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.21,24.04,4.09,,,,,,,,,
1735,05/15/20 19:23:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.69,25.18,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,05/15/20 19:23:41,,,,,,,,,,,,,27.23,22.90,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,05/15/20 19:24:35,,,,,,,,,,,,,,,,,,,27.29,24.18,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,05/15/20 19:26:27,,,,,,,,,,,,,,,,,,,,,,,,,27.20,22.83,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,05/15/20 19:27:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.81,23.52,5.12,,,,,,,,,,,,,,,
1740,05/15/20 19:28:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.27,24.46,5.23,,,,,,,,,,,,,,,,,,
1741,05/15/20 19:29:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.87,24.06,5.49,,,,,,,,,,,,,,,,,,,,,
1742,05/15/20 19:30:01,,,,26.52,25.16,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,05/15/20 19:31:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.27,24.75,5.39
1744,05/15/20 19:36:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.90,24.00,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,05/15/20 19:36:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.94,24.78,5.14,,,,,,,,,,,,,,,,,,,,,,,,
1746,05/15/20 19:36:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.06,31.30,5.17,,,,,,
1747,05/15/20 19:37:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.24,25.30,4.84,,,
1748,05/15/20 19:37:59,,,,,,,,,,,,,,,,,,,,,,28.46,25.66,6.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,05/15/20 19:39:05,0.44,93.99,-0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,05/15/20 19:40:00,,,,,,,,,,,,,,,,26.15,24.07,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,05/15/20 19:40:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.78,23.16,4.03,,,,,,,,,,,,
1752,05/15/20 19:41:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.01,23.95,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,05/15/20 19:42:40,,,,,,,,,,28.43,23.97,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,05/15/20 19:42:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.23,23.93,4.04,,,,,,,,,
1755,05/15/20 19:43:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.69,25.05,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,05/15/20 19:43:41,,,,,,,,,,,,,27.23,22.83,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,05/15/20 19:44:35,,,,,,,,,,,,,,,,,,,27.27,24.21,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,05/15/20 19:46:27,,,,,,,,,,,,,,,,,,,,,,,,,27.36,22.51,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,05/15/20 19:47:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.86,23.46,5.12,,,,,,,,,,,,,,,
1760,05/15/20 19:48:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.28,24.37,5.18,,,,,,,,,,,,,,,,,,
1761,05/15/20 19:49:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.88,23.95,5.44,,,,,,,,,,,,,,,,,,,,,
1762,05/15/20 19:50:01,,,,26.56,25.00,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,05/15/20 19:51:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.26,24.66,5.33
1764,05/15/20 19:56:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.93,23.90,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,05/15/20 19:56:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.04,24.53,5.07,,,,,,,,,,,,,,,,,,,,,,,,
1766,05/15/20 19:56:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.98,33.24,5.97,,,,,,
1767,05/15/20 19:57:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.36,25.03,4.79,,,
1768,05/15/20 19:57:59,,,,,,,,,,,,,,,,,,,,,,28.52,25.53,6.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,05/15/20 19:59:05,0.45,93.68,-0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,05/15/20 20:00:00,,,,,,,,,,,,,,,,26.32,23.61,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,05/15/20 20:00:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.92,22.64,3.82,,,,,,,,,,,,
1772,05/15/20 20:01:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.12,23.58,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,05/15/20 20:02:40,,,,,,,,,,28.48,23.79,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,05/15/20 20:02:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.30,23.58,3.89,,,,,,,,,
1775,05/15/20 20:03:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.78,24.78,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,05/15/20 20:03:41,,,,,,,,,,,,,27.32,22.44,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,05/15/20 20:04:35,,,,,,,,,,,,,,,,,,,27.41,23.87,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,05/15/20 20:06:27,,,,,,,,,,,,,,,,,,,,,,,,,27.49,22.11,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,05/15/20 20:07:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.00,23.14,5.04,,,,,,,,,,,,,,,
1780,05/15/20 20:08:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.38,24.13,5.12,,,,,,,,,,,,,,,,,,
1781,05/15/20 20:09:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.96,23.72,5.36,,,,,,,,,,,,,,,,,,,,,
1782,05/15/20 20:10:01,,,,26.67,24.72,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,05/15/20 20:11:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.35,24.40,5.25
1784,05/15/20 20:16:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.05,23.74,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,05/15/20 20:16:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.11,24.53,5.13,,,,,,,,,,,,,,,,,,,,,,,,
1786,05/15/20 20:16:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.75,29.33,3.97,,,,,,
1787,05/15/20 20:17:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.41,25.06,4.85,,,
1788,05/15/20 20:17:59,,,,,,,,,,,,,,,,,,,,,,28.63,25.46,6.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,05/15/20 20:19:05,0.23,94.06,-0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,05/15/20 20:20:00,,,,,,,,,,,,,,,,26.27,23.93,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,05/15/20 20:20:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.95,22.96,4.05,,,,,,,,,,,,
1792,05/15/20 20:21:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.11,23.86,3.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,05/15/20 20:22:40,,,,,,,,,,28.59,23.72,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,05/15/20 20:22:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.32,23.81,4.04,,,,,,,,,
1795,05/15/20 20:23:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.85,24.76,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,05/15/20 20:23:41,,,,,,,,,,,,,27.36,22.58,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,05/15/20 20:24:35,,,,,,,,,,,,,,,,,,,27.43,23.89,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,05/15/20 20:26:27,,,,,,,,,,,,,,,,,,,,,,,,,27.34,22.45,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,05/15/20 20:27:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.91,23.02,4.89,,,,,,,,,,,,,,,
1800,05/15/20 20:28:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.40,24.08,5.11,,,,,,,,,,,,,,,,,,
1801,05/15/20 20:29:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.02,23.73,5.42,,,,,,,,,,,,,,,,,,,,,
1802,05/15/20 20:30:01,,,,26.68,24.77,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,05/15/20 20:31:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.34,24.40,5.25
1804,05/15/20 20:36:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.03,23.59,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,05/15/20 20:36:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.89,24.47,4.91,,,,,,,,,,,,,,,,,,,,,,,,
1806,05/15/20 20:36:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.38,28.71,3.35,,,,,,
1807,05/15/20 20:37:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.19,25.05,4.65,,,
1808,05/15/20 20:37:59,,,,,,,,,,,,,,,,,,,,,,28.56,25.36,6.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,05/15/20 20:39:05,0.05,94.15,-0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,05/15/20 20:40:00,,,,,,,,,,,,,,,,25.94,23.92,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,05/15/20 20:40:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.63,22.93,3.77,,,,,,,,,,,,
1812,05/15/20 20:41:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.72,23.90,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,05/15/20 20:42:40,,,,,,,,,,28.50,23.57,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,05/15/20 20:42:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.96,23.84,3.76,,,,,,,,,
